sample1	sample2	chr	start	end	different
Th106.09	Th230.12	1	98868	178146	0
Th106.09	Th230.12	1	271942	357004	1
Th106.09	Th230.12	1	386712	526811	0
Th106.09	Th230.12	2	157590	190074	0
Th106.09	Th230.12	2	254631	413838	1
Th106.09	Th230.12	2	582667	857896	0
Th106.09	Th230.12	3	296741	959881	0
Th106.09	Th230.12	4	205051	412091	0
Th106.09	Th230.12	4	461874	709390	1
Th106.09	Th230.12	4	748023	1112414	0
Th106.09	Th230.12	4	1145867	1145906	1
Th106.09	Th230.12	5	75898	768870	0
Th106.09	Th230.12	5	810930	1183752	1
Th106.09	Th230.12	5	1198723	1286168	0
Th106.09	Th230.12	6	96728	1218485	0
Th106.09	Th230.12	6	1259811	1259811	1
Th106.09	Th230.12	7	177614	185181	1
Th106.09	Th230.12	7	275713	429559	0
Th106.09	Th230.12	7	444034	458574	1
Th106.09	Th230.12	7	470161	742921	0
Th106.09	Th230.12	7	821765	879031	1
Th106.09	Th230.12	7	903748	1336649	0
Th106.09	Th230.12	8	86607	1221692	0
Th106.09	Th230.12	9	151618	860257	0
Th106.09	Th230.12	9	936076	954465	1
Th106.09	Th230.12	9	1006577	1432273	0
Th106.09	Th230.12	9	1467426	1467426	1
Th106.09	Th230.12	10	77930	736972	0
Th106.09	Th230.12	10	802480	819018	1
Th106.09	Th230.12	10	1069036	1336989	0
Th106.09	Th230.12	10	1426940	1430752	1
Th106.09	Th230.12	10	1531014	1531014	0
Th106.09	Th230.12	11	206388	703107	0
Th106.09	Th230.12	11	735896	972286	1
Th106.09	Th230.12	11	1043246	1374582	0
Th106.09	Th230.12	11	1377760	1385200	1
Th106.09	Th230.12	11	1389272	1915948	0
Th106.09	Th230.12	11	1990253	1999124	1
Th106.09	Th230.12	12	137599	205356	0
Th106.09	Th230.12	12	262134	572344	1
Th106.09	Th230.12	12	606976	879156	0
Th106.09	Th230.12	12	1015200	1015200	1
Th106.09	Th230.12	12	1063317	1436406	0
Th106.09	Th230.12	12	1605548	1748744	1
Th106.09	Th230.12	12	2017936	2158910	0
Th106.09	Th230.12	13	281836	1022153	0
Th106.09	Th230.12	13	1121978	1121978	1
Th106.09	Th230.12	13	1200775	2175491	0
Th106.09	Th230.12	13	2481992	2679791	1
Th106.09	Th230.12	14	309530	309530	1
Th106.09	Th230.12	14	417733	1222966	0
Th106.09	Th230.12	14	1705288	1705288	1
Th106.09	Th230.12	14	1752774	1752774	0
Th106.09	Th230.12	14	2629232	3181603	1
Th106.09	Th074.13	1	98868	526811	0
Th106.09	Th074.13	2	157590	738511	0
Th106.09	Th074.13	2	789408	857896	1
Th106.09	Th074.13	3	296741	959881	0
Th106.09	Th074.13	4	205051	207683	0
Th106.09	Th074.13	4	285968	709390	1
Th106.09	Th074.13	4	748023	1145906	0
Th106.09	Th074.13	5	75898	768870	0
Th106.09	Th074.13	5	810930	1232965	1
Th106.09	Th074.13	5	1270305	1286168	0
Th106.09	Th074.13	6	96728	1208286	0
Th106.09	Th074.13	6	1217154	1259811	1
Th106.09	Th074.13	7	177614	185181	0
Th106.09	Th074.13	7	275713	458574	1
Th106.09	Th074.13	7	470161	742921	0
Th106.09	Th074.13	7	821765	917286	1
Th106.09	Th074.13	7	943847	1336649	0
Th106.09	Th074.13	8	86607	86607	1
Th106.09	Th074.13	8	223165	1221692	0
Th106.09	Th074.13	9	151618	752130	0
Th106.09	Th074.13	9	809074	954465	1
Th106.09	Th074.13	9	1006577	1197245	0
Th106.09	Th074.13	9	1294929	1342162	1
Th106.09	Th074.13	9	1386662	1467426	0
Th106.09	Th074.13	10	77930	177151	0
Th106.09	Th074.13	10	311043	1082436	1
Th106.09	Th074.13	10	1159813	1226622	0
Th106.09	Th074.13	10	1261308	1531014	1
Th106.09	Th074.13	11	206388	377051	0
Th106.09	Th074.13	11	467025	467025	1
Th106.09	Th074.13	11	531015	1431864	0
Th106.09	Th074.13	11	1435022	1441321	1
Th106.09	Th074.13	11	1557873	1778244	0
Th106.09	Th074.13	11	1910685	1915948	1
Th106.09	Th074.13	11	1990253	1999124	0
Th106.09	Th074.13	12	137599	205356	0
Th106.09	Th074.13	12	262134	275544	1
Th106.09	Th074.13	12	476764	879156	0
Th106.09	Th074.13	12	1015200	1015200	1
Th106.09	Th074.13	12	1063317	1378724	0
Th106.09	Th074.13	12	1421018	1748744	1
Th106.09	Th074.13	12	2017936	2158910	0
Th106.09	Th074.13	13	281836	465164	1
Th106.09	Th074.13	13	698191	1245510	0
Th106.09	Th074.13	13	1304354	1706198	1
Th106.09	Th074.13	13	1828205	2679791	0
Th106.09	Th074.13	14	309530	309530	1
Th106.09	Th074.13	14	417733	3181603	0
Th106.09	Th166.12	1	98868	526811	1
Th106.09	Th166.12	2	157590	857896	1
Th106.09	Th166.12	3	296741	959881	1
Th106.09	Th166.12	4	205051	1145906	1
Th106.09	Th166.12	5	75898	1286168	1
Th106.09	Th166.12	6	96728	1259811	1
Th106.09	Th166.12	7	177614	1336649	1
Th106.09	Th166.12	8	86607	1221692	1
Th106.09	Th166.12	9	151618	1467426	1
Th106.09	Th166.12	10	77930	1531014	1
Th106.09	Th166.12	11	206388	1999124	1
Th106.09	Th166.12	12	137599	2158910	1
Th106.09	Th166.12	13	281836	2679791	1
Th106.09	Th166.12	14	309530	3181603	1
Th106.09	Th092.13	1	98868	526811	1
Th106.09	Th092.13	2	157590	857896	1
Th106.09	Th092.13	3	296741	959881	1
Th106.09	Th092.13	4	205051	1145906	1
Th106.09	Th092.13	5	75898	1286168	1
Th106.09	Th092.13	6	96728	1259811	1
Th106.09	Th092.13	7	177614	1336649	1
Th106.09	Th092.13	8	86607	1221692	1
Th106.09	Th092.13	9	151618	1467426	1
Th106.09	Th092.13	10	77930	1531014	1
Th106.09	Th092.13	11	206388	1999124	1
Th106.09	Th092.13	12	137599	2158910	1
Th106.09	Th092.13	13	281836	2679791	1
Th106.09	Th092.13	14	309530	3181603	1
Th106.09	Th211.13	1	98868	526811	1
Th106.09	Th211.13	2	157590	857896	1
Th106.09	Th211.13	3	296741	959881	1
Th106.09	Th211.13	4	205051	1145906	1
Th106.09	Th211.13	5	75898	1286168	1
Th106.09	Th211.13	6	96728	1259811	1
Th106.09	Th211.13	7	177614	1336649	1
Th106.09	Th211.13	8	86607	1221692	1
Th106.09	Th211.13	9	151618	1467426	1
Th106.09	Th211.13	10	77930	1531014	1
Th106.09	Th211.13	11	206388	1999124	1
Th106.09	Th211.13	12	137599	2158910	1
Th106.09	Th211.13	13	281836	2679791	1
Th106.09	Th211.13	14	309530	3181603	1
Th106.09	Th245.13	1	98868	526811	1
Th106.09	Th245.13	2	157590	857896	1
Th106.09	Th245.13	3	296741	959881	1
Th106.09	Th245.13	4	205051	1145906	1
Th106.09	Th245.13	5	75898	1286168	1
Th106.09	Th245.13	6	96728	1259811	1
Th106.09	Th245.13	7	177614	1336649	1
Th106.09	Th245.13	8	86607	1221692	1
Th106.09	Th245.13	9	151618	1467426	1
Th106.09	Th245.13	10	77930	1531014	1
Th106.09	Th245.13	11	206388	1999124	1
Th106.09	Th245.13	12	137599	2158910	1
Th106.09	Th245.13	13	281836	2679791	1
Th106.09	Th245.13	14	309530	3181603	1
Th106.09	Th246.13	1	98868	526811	1
Th106.09	Th246.13	2	157590	857896	1
Th106.09	Th246.13	3	296741	959881	1
Th106.09	Th246.13	4	205051	1145906	1
Th106.09	Th246.13	5	75898	1286168	1
Th106.09	Th246.13	6	96728	1259811	1
Th106.09	Th246.13	7	177614	1336649	1
Th106.09	Th246.13	8	86607	1221692	1
Th106.09	Th246.13	9	151618	1467426	1
Th106.09	Th246.13	10	77930	1531014	1
Th106.09	Th246.13	11	206388	1999124	1
Th106.09	Th246.13	12	137599	2158910	1
Th106.09	Th246.13	13	281836	2679791	1
Th106.09	Th246.13	14	309530	3181603	1
Th106.09	Th068.12	1	98868	526811	1
Th106.09	Th068.12	2	157590	857896	1
Th106.09	Th068.12	3	296741	959881	1
Th106.09	Th068.12	4	205051	1145906	1
Th106.09	Th068.12	5	75898	1286168	1
Th106.09	Th068.12	6	96728	1259811	1
Th106.09	Th068.12	7	177614	1336649	1
Th106.09	Th068.12	8	86607	1221692	1
Th106.09	Th068.12	9	151618	1467426	1
Th106.09	Th068.12	10	77930	1531014	1
Th106.09	Th068.12	11	206388	1999124	1
Th106.09	Th068.12	12	137599	2158910	1
Th106.09	Th068.12	13	281836	2679791	1
Th106.09	Th068.12	14	309530	3181603	1
Th106.09	Th061.13	1	98868	526811	1
Th106.09	Th061.13	2	157590	857896	1
Th106.09	Th061.13	3	296741	959881	1
Th106.09	Th061.13	4	205051	1145906	1
Th106.09	Th061.13	5	75898	1286168	1
Th106.09	Th061.13	6	96728	1259811	1
Th106.09	Th061.13	7	177614	1336649	1
Th106.09	Th061.13	8	86607	1221692	1
Th106.09	Th061.13	9	151618	1467426	1
Th106.09	Th061.13	10	77930	1531014	1
Th106.09	Th061.13	11	206388	1999124	1
Th106.09	Th061.13	12	137599	2158910	1
Th106.09	Th061.13	13	281836	2679791	1
Th106.09	Th061.13	14	309530	3181603	1
Th106.09	Th095.13	1	98868	526811	1
Th106.09	Th095.13	2	157590	857896	1
Th106.09	Th095.13	3	296741	959881	1
Th106.09	Th095.13	4	205051	1145906	1
Th106.09	Th095.13	5	75898	1286168	1
Th106.09	Th095.13	6	96728	1259811	1
Th106.09	Th095.13	7	177614	1336649	1
Th106.09	Th095.13	8	86607	1221692	1
Th106.09	Th095.13	9	151618	1467426	1
Th106.09	Th095.13	10	77930	1531014	1
Th106.09	Th095.13	11	206388	1999124	1
Th106.09	Th095.13	12	137599	2158910	1
Th106.09	Th095.13	13	281836	2679791	1
Th106.09	Th095.13	14	309530	3181603	1
Th106.09		1	98868	526811	1
Th106.09		2	157590	857896	1
Th106.09		3	296741	959881	1
Th106.09		4	205051	1145906	1
Th106.09		5	75898	1286168	1
Th106.09		6	96728	1259811	1
Th106.09		7	177614	1336649	1
Th106.09		8	86607	1221692	1
Th106.09		9	151618	1467426	1
Th106.09		10	77930	1531014	1
Th106.09		11	206388	1999124	1
Th106.09		12	137599	2158910	1
Th106.09		13	281836	2679791	1
Th106.09		14	309530	3181603	1
Th106.11	Th117.11	1	98868	526811	0
Th106.11	Th117.11	2	157590	413838	0
Th106.11	Th117.11	2	582667	604943	1
Th106.11	Th117.11	2	678352	857896	0
Th106.11	Th117.11	3	296741	339368	1
Th106.11	Th117.11	3	389242	959881	0
Th106.11	Th117.11	4	205051	322902	1
Th106.11	Th117.11	4	386623	841047	0
Th106.11	Th117.11	4	889316	1017871	1
Th106.11	Th117.11	4	1059889	1145906	0
Th106.11	Th117.11	5	75898	130127	0
Th106.11	Th117.11	5	267979	291135	1
Th106.11	Th117.11	5	312211	678486	0
Th106.11	Th117.11	5	730560	738830	1
Th106.11	Th117.11	5	768870	1286168	0
Th106.11	Th117.11	6	96728	262196	0
Th106.11	Th117.11	6	377297	412241	1
Th106.11	Th117.11	6	513802	1024610	0
Th106.11	Th117.11	6	1056206	1056206	1
Th106.11	Th117.11	6	1078895	1259811	0
Th106.11	Th117.11	7	177614	185181	0
Th106.11	Th117.11	7	275713	320225	1
Th106.11	Th117.11	7	394893	1336649	0
Th106.11	Th117.11	8	86607	86607	0
Th106.11	Th117.11	8	223165	227113	1
Th106.11	Th117.11	8	340094	1221692	0
Th106.11	Th117.11	9	151618	377209	0
Th106.11	Th117.11	9	423935	752130	1
Th106.11	Th117.11	9	809074	1342162	0
Th106.11	Th117.11	9	1386662	1390687	1
Th106.11	Th117.11	9	1424315	1467426	0
Th106.11	Th117.11	10	77930	370050	0
Th106.11	Th117.11	10	393282	502542	1
Th106.11	Th117.11	10	641215	1531014	0
Th106.11	Th117.11	11	206388	329168	0
Th106.11	Th117.11	11	370841	377051	1
Th106.11	Th117.11	11	467025	1999124	0
Th106.11	Th117.11	12	137599	2158910	0
Th106.11	Th117.11	13	281836	905770	0
Th106.11	Th117.11	13	1022153	1022153	1
Th106.11	Th117.11	13	1121978	1304354	0
Th106.11	Th117.11	13	1322955	1322955	1
Th106.11	Th117.11	13	1402957	2154010	0
Th106.11	Th117.11	13	2175491	2175491	1
Th106.11	Th117.11	13	2481992	2679791	0
Th106.11	Th117.11	14	309530	309530	1
Th106.11	Th117.11	14	417733	3181603	0
Th106.11	Th132.11	1	98868	178146	0
Th106.11	Th132.11	1	271942	482394	1
Th106.11	Th132.11	1	487949	526811	0
Th106.11	Th132.11	2	157590	413838	0
Th106.11	Th132.11	2	582667	857896	1
Th106.11	Th132.11	3	296741	959881	1
Th106.11	Th132.11	4	205051	1017871	1
Th106.11	Th132.11	4	1059889	1145906	0
Th106.11	Th132.11	5	75898	1286168	1
Th106.11	Th132.11	6	96728	889837	1
Th106.11	Th132.11	6	970615	1117573	0
Th106.11	Th132.11	6	1176835	1259811	1
Th106.11	Th132.11	7	177614	444034	1
Th106.11	Th132.11	7	458574	742921	0
Th106.11	Th132.11	7	821765	1103642	1
Th106.11	Th132.11	7	1174565	1336649	0
Th106.11	Th132.11	8	86607	943826	1
Th106.11	Th132.11	8	987462	1221692	0
Th106.11	Th132.11	9	151618	277413	1
Th106.11	Th132.11	9	326300	1197245	0
Th106.11	Th132.11	9	1294929	1467426	1
Th106.11	Th132.11	10	77930	177151	0
Th106.11	Th132.11	10	311043	1195500	1
Th106.11	Th132.11	10	1226257	1531014	0
Th106.11	Th132.11	11	206388	238139	1
Th106.11	Th132.11	11	329168	534145	0
Th106.11	Th132.11	11	640472	1999124	1
Th106.11	Th132.11	12	137599	2158910	1
Th106.11	Th132.11	13	281836	2679791	1
Th106.11	Th132.11	14	309530	3181603	1
Th106.11	Th134.11	1	98868	286509	0
Th106.11	Th134.11	1	357004	386712	1
Th106.11	Th134.11	1	416257	526811	0
Th106.11	Th134.11	2	157590	190074	0
Th106.11	Th134.11	2	254631	254686	1
Th106.11	Th134.11	2	287217	413838	0
Th106.11	Th134.11	2	582667	604943	1
Th106.11	Th134.11	2	678352	857896	0
Th106.11	Th134.11	3	296741	716463	0
Th106.11	Th134.11	3	758025	758658	1
Th106.11	Th134.11	3	786447	959881	0
Th106.11	Th134.11	4	205051	322902	1
Th106.11	Th134.11	4	386623	748023	0
Th106.11	Th134.11	4	810728	1017871	1
Th106.11	Th134.11	4	1059889	1145906	0
Th106.11	Th134.11	5	75898	130127	0
Th106.11	Th134.11	5	267979	291135	1
Th106.11	Th134.11	5	312211	827613	0
Th106.11	Th134.11	5	870028	1232965	1
Th106.11	Th134.11	5	1270305	1286168	0
Th106.11	Th134.11	6	96728	262196	0
Th106.11	Th134.11	6	377297	412241	1
Th106.11	Th134.11	6	513802	1259811	0
Th106.11	Th134.11	7	177614	185181	0
Th106.11	Th134.11	7	275713	320225	1
Th106.11	Th134.11	7	394893	742921	0
Th106.11	Th134.11	7	821765	879031	1
Th106.11	Th134.11	7	903748	1265909	0
Th106.11	Th134.11	7	1336649	1336649	1
Th106.11	Th134.11	8	86607	227113	0
Th106.11	Th134.11	8	340094	340094	1
Th106.11	Th134.11	8	415993	1221692	0
Th106.11	Th134.11	9	151618	504346	0
Th106.11	Th134.11	9	570486	589172	1
Th106.11	Th134.11	9	632560	1467426	0
Th106.11	Th134.11	10	77930	370050	0
Th106.11	Th134.11	10	393282	819018	1
Th106.11	Th134.11	10	1069036	1531014	0
Th106.11	Th134.11	11	206388	329168	0
Th106.11	Th134.11	11	370841	377051	1
Th106.11	Th134.11	11	467025	1999124	0
Th106.11	Th134.11	12	137599	2158910	0
Th106.11	Th134.11	13	281836	1304354	0
Th106.11	Th134.11	13	1322955	1322955	1
Th106.11	Th134.11	13	1402957	2154010	0
Th106.11	Th134.11	13	2175491	2175491	1
Th106.11	Th134.11	13	2481992	2679791	0
Th106.11	Th134.11	14	309530	309530	1
Th106.11	Th134.11	14	417733	3181603	0
Th106.11	Th162.12	1	98868	482394	1
Th106.11	Th162.12	1	487949	526811	0
Th106.11	Th162.12	2	157590	857896	1
Th106.11	Th162.12	3	296741	959881	1
Th106.11	Th162.12	4	205051	1145906	1
Th106.11	Th162.12	5	75898	1286168	1
Th106.11	Th162.12	6	96728	1259811	1
Th106.11	Th162.12	7	177614	444034	1
Th106.11	Th162.12	7	458574	492305	0
Th106.11	Th162.12	7	611938	879031	1
Th106.11	Th162.12	7	903748	1336649	0
Th106.11	Th162.12	8	86607	943826	1
Th106.11	Th162.12	8	987462	1221692	0
Th106.11	Th162.12	9	151618	351741	1
Th106.11	Th162.12	9	358407	860257	0
Th106.11	Th162.12	9	936076	1467426	1
Th106.11	Th162.12	10	77930	1195500	1
Th106.11	Th162.12	10	1226257	1531014	0
Th106.11	Th162.12	11	206388	1999124	1
Th106.11	Th162.12	12	137599	683511	1
Th106.11	Th162.12	12	796324	1063317	0
Th106.11	Th162.12	12	1222329	2158910	1
Th106.11	Th162.12	13	281836	2679791	1
Th106.11	Th162.12	14	309530	3181603	1
Th106.11	Th196.12	1	98868	526811	1
Th106.11	Th196.12	2	157590	857896	1
Th106.11	Th196.12	3	296741	959881	1
Th106.11	Th196.12	4	205051	1145906	1
Th106.11	Th196.12	5	75898	1286168	1
Th106.11	Th196.12	6	96728	1259811	1
Th106.11	Th196.12	7	177614	444034	1
Th106.11	Th196.12	7	458574	742921	0
Th106.11	Th196.12	7	821765	1336649	1
Th106.11	Th196.12	8	86607	1221692	1
Th106.11	Th196.12	9	151618	277413	1
Th106.11	Th196.12	9	326300	1197245	0
Th106.11	Th196.12	9	1294929	1467426	1
Th106.11	Th196.12	10	77930	1195500	1
Th106.11	Th196.12	10	1226257	1531014	0
Th106.11	Th196.12	11	206388	1999124	1
Th106.11	Th196.12	12	137599	572344	1
Th106.11	Th196.12	12	606976	1063317	0
Th106.11	Th196.12	12	1222329	1436406	1
Th106.11	Th196.12	12	1605548	2158910	0
Th106.11	Th196.12	13	281836	2679791	1
Th106.11	Th196.12	14	309530	3181603	1
Th106.11	Th230.12	1	98868	178146	0
Th106.11	Th230.12	1	271942	482394	1
Th106.11	Th230.12	1	487949	526811	0
Th106.11	Th230.12	2	157590	857896	1
Th106.11	Th230.12	3	296741	959881	1
Th106.11	Th230.12	4	205051	1145906	1
Th106.11	Th230.12	5	75898	1286168	1
Th106.11	Th230.12	6	96728	1259811	1
Th106.11	Th230.12	7	177614	444034	1
Th106.11	Th230.12	7	458574	1336649	0
Th106.11	Th230.12	8	86607	943826	1
Th106.11	Th230.12	8	987462	1221692	0
Th106.11	Th230.12	9	151618	277413	1
Th106.11	Th230.12	9	326300	1197245	0
Th106.11	Th230.12	9	1294929	1467426	1
Th106.11	Th230.12	10	77930	1195500	1
Th106.11	Th230.12	10	1226257	1531014	0
Th106.11	Th230.12	11	206388	1999124	1
Th106.11	Th230.12	12	137599	572344	1
Th106.11	Th230.12	12	606976	1063317	0
Th106.11	Th230.12	12	1222329	1748744	1
Th106.11	Th230.12	12	2017936	2158910	0
Th106.11	Th230.12	13	281836	2679791	1
Th106.11	Th230.12	14	309530	3181603	1
Th106.11	Th074.13	1	98868	526811	0
Th106.11	Th074.13	2	157590	413838	0
Th106.11	Th074.13	2	582667	857896	1
Th106.11	Th074.13	3	296741	959881	1
Th106.11	Th074.13	4	205051	1017871	1
Th106.11	Th074.13	4	1059889	1145906	0
Th106.11	Th074.13	5	75898	1286168	1
Th106.11	Th074.13	6	96728	1259811	1
Th106.11	Th074.13	7	177614	320225	1
Th106.11	Th074.13	7	394893	474559	0
Th106.11	Th074.13	7	492305	917286	1
Th106.11	Th074.13	7	943847	1336649	0
Th106.11	Th074.13	8	86607	943826	1
Th106.11	Th074.13	8	987462	1221692	0
Th106.11	Th074.13	9	151618	277413	1
Th106.11	Th074.13	9	326300	752130	0
Th106.11	Th074.13	9	809074	1467426	1
Th106.11	Th074.13	10	77930	177151	0
Th106.11	Th074.13	10	311043	1264198	1
Th106.11	Th074.13	10	1315127	1531014	0
Th106.11	Th074.13	11	206388	1915948	1
Th106.11	Th074.13	11	1990253	1999124	0
Th106.11	Th074.13	12	137599	275544	1
Th106.11	Th074.13	12	476764	1063317	0
Th106.11	Th074.13	12	1222329	1436406	1
Th106.11	Th074.13	12	1605548	2158910	0
Th106.11	Th074.13	13	281836	2175491	1
Th106.11	Th074.13	13	2481992	2679791	0
Th106.11	Th074.13	14	309530	3181603	1
Th106.11	Th166.12	1	98868	526811	1
Th106.11	Th166.12	2	157590	857896	1
Th106.11	Th166.12	3	296741	959881	1
Th106.11	Th166.12	4	205051	1145906	1
Th106.11	Th166.12	5	75898	1286168	1
Th106.11	Th166.12	6	96728	1259811	1
Th106.11	Th166.12	7	177614	1336649	1
Th106.11	Th166.12	8	86607	1221692	1
Th106.11	Th166.12	9	151618	1467426	1
Th106.11	Th166.12	10	77930	1531014	1
Th106.11	Th166.12	11	206388	1999124	1
Th106.11	Th166.12	12	137599	2158910	1
Th106.11	Th166.12	13	281836	2679791	1
Th106.11	Th166.12	14	309530	3181603	1
Th106.11	Th092.13	1	98868	526811	1
Th106.11	Th092.13	2	157590	857896	1
Th106.11	Th092.13	3	296741	959881	1
Th106.11	Th092.13	4	205051	1145906	1
Th106.11	Th092.13	5	75898	1286168	1
Th106.11	Th092.13	6	96728	1259811	1
Th106.11	Th092.13	7	177614	1336649	1
Th106.11	Th092.13	8	86607	1221692	1
Th106.11	Th092.13	9	151618	1467426	1
Th106.11	Th092.13	10	77930	1531014	1
Th106.11	Th092.13	11	206388	1999124	1
Th106.11	Th092.13	12	137599	2158910	1
Th106.11	Th092.13	13	281836	2679791	1
Th106.11	Th092.13	14	309530	3181603	1
Th106.11	Th211.13	1	98868	526811	1
Th106.11	Th211.13	2	157590	857896	1
Th106.11	Th211.13	3	296741	959881	1
Th106.11	Th211.13	4	205051	1145906	1
Th106.11	Th211.13	5	75898	1286168	1
Th106.11	Th211.13	6	96728	1259811	1
Th106.11	Th211.13	7	177614	1336649	1
Th106.11	Th211.13	8	86607	1221692	1
Th106.11	Th211.13	9	151618	1467426	1
Th106.11	Th211.13	10	77930	1531014	1
Th106.11	Th211.13	11	206388	1999124	1
Th106.11	Th211.13	12	137599	2158910	1
Th106.11	Th211.13	13	281836	2679791	1
Th106.11	Th211.13	14	309530	3181603	1
Th106.11	Th245.13	1	98868	526811	1
Th106.11	Th245.13	2	157590	857896	1
Th106.11	Th245.13	3	296741	959881	1
Th106.11	Th245.13	4	205051	1145906	1
Th106.11	Th245.13	5	75898	1286168	1
Th106.11	Th245.13	6	96728	1259811	1
Th106.11	Th245.13	7	177614	1336649	1
Th106.11	Th245.13	8	86607	1221692	1
Th106.11	Th245.13	9	151618	1467426	1
Th106.11	Th245.13	10	77930	1531014	1
Th106.11	Th245.13	11	206388	1999124	1
Th106.11	Th245.13	12	137599	2158910	1
Th106.11	Th245.13	13	281836	2679791	1
Th106.11	Th245.13	14	309530	3181603	1
Th106.11	Th246.13	1	98868	526811	1
Th106.11	Th246.13	2	157590	857896	1
Th106.11	Th246.13	3	296741	959881	1
Th106.11	Th246.13	4	205051	1145906	1
Th106.11	Th246.13	5	75898	1286168	1
Th106.11	Th246.13	6	96728	1259811	1
Th106.11	Th246.13	7	177614	1336649	1
Th106.11	Th246.13	8	86607	1221692	1
Th106.11	Th246.13	9	151618	1467426	1
Th106.11	Th246.13	10	77930	1531014	1
Th106.11	Th246.13	11	206388	1999124	1
Th106.11	Th246.13	12	137599	2158910	1
Th106.11	Th246.13	13	281836	2679791	1
Th106.11	Th246.13	14	309530	3181603	1
Th106.11	Th068.12	1	98868	526811	1
Th106.11	Th068.12	2	157590	857896	1
Th106.11	Th068.12	3	296741	959881	1
Th106.11	Th068.12	4	205051	1145906	1
Th106.11	Th068.12	5	75898	1286168	1
Th106.11	Th068.12	6	96728	1259811	1
Th106.11	Th068.12	7	177614	1336649	1
Th106.11	Th068.12	8	86607	1221692	1
Th106.11	Th068.12	9	151618	1467426	1
Th106.11	Th068.12	10	77930	1531014	1
Th106.11	Th068.12	11	206388	1999124	1
Th106.11	Th068.12	12	137599	2158910	1
Th106.11	Th068.12	13	281836	2679791	1
Th106.11	Th068.12	14	309530	3181603	1
Th106.11	Th061.13	1	98868	526811	1
Th106.11	Th061.13	2	157590	857896	1
Th106.11	Th061.13	3	296741	959881	1
Th106.11	Th061.13	4	205051	1145906	1
Th106.11	Th061.13	5	75898	1286168	1
Th106.11	Th061.13	6	96728	1259811	1
Th106.11	Th061.13	7	177614	1336649	1
Th106.11	Th061.13	8	86607	1221692	1
Th106.11	Th061.13	9	151618	1467426	1
Th106.11	Th061.13	10	77930	1531014	1
Th106.11	Th061.13	11	206388	1999124	1
Th106.11	Th061.13	12	137599	2158910	1
Th106.11	Th061.13	13	281836	2679791	1
Th106.11	Th061.13	14	309530	3181603	1
Th106.11	Th095.13	1	98868	526811	1
Th106.11	Th095.13	2	157590	857896	1
Th106.11	Th095.13	3	296741	959881	1
Th106.11	Th095.13	4	205051	1145906	1
Th106.11	Th095.13	5	75898	1286168	1
Th106.11	Th095.13	6	96728	1259811	1
Th106.11	Th095.13	7	177614	1336649	1
Th106.11	Th095.13	8	86607	1221692	1
Th106.11	Th095.13	9	151618	1467426	1
Th106.11	Th095.13	10	77930	1531014	1
Th106.11	Th095.13	11	206388	1999124	1
Th106.11	Th095.13	12	137599	2158910	1
Th106.11	Th095.13	13	281836	2679791	1
Th106.11	Th095.13	14	309530	3181603	1
Th106.11		1	98868	526811	1
Th106.11		2	157590	857896	1
Th106.11		3	296741	959881	1
Th106.11		4	205051	1145906	1
Th106.11		5	75898	1286168	1
Th106.11		6	96728	1259811	1
Th106.11		7	177614	1336649	1
Th106.11		8	86607	1221692	1
Th106.11		9	151618	1467426	1
Th106.11		10	77930	1531014	1
Th106.11		11	206388	1999124	1
Th106.11		12	137599	2158910	1
Th106.11		13	281836	2679791	1
Th106.11		14	309530	3181603	1
Th117.11	Th132.11	1	98868	178146	0
Th117.11	Th132.11	1	271942	482394	1
Th117.11	Th132.11	1	487949	526811	0
Th117.11	Th132.11	2	157590	413838	0
Th117.11	Th132.11	2	582667	857896	1
Th117.11	Th132.11	3	296741	959881	1
Th117.11	Th132.11	4	205051	664114	1
Th117.11	Th132.11	4	707896	1145906	0
Th117.11	Th132.11	5	75898	1286168	1
Th117.11	Th132.11	6	96728	1056206	1
Th117.11	Th132.11	6	1078895	1259811	0
Th117.11	Th132.11	7	177614	444034	1
Th117.11	Th132.11	7	458574	917286	0
Th117.11	Th132.11	7	943847	1103642	1
Th117.11	Th132.11	7	1174565	1336649	0
Th117.11	Th132.11	8	86607	943826	1
Th117.11	Th132.11	8	987462	1221692	0
Th117.11	Th132.11	9	151618	277413	1
Th117.11	Th132.11	9	326300	377209	0
Th117.11	Th132.11	9	423935	1467426	1
Th117.11	Th132.11	10	77930	1195500	1
Th117.11	Th132.11	10	1226257	1531014	0
Th117.11	Th132.11	11	206388	1999124	1
Th117.11	Th132.11	12	137599	2158910	1
Th117.11	Th132.11	13	281836	2679791	1
Th117.11	Th132.11	14	309530	3181603	1
Th117.11	Th134.11	1	98868	286509	0
Th117.11	Th134.11	1	357004	386712	1
Th117.11	Th134.11	1	416257	526811	0
Th117.11	Th134.11	2	157590	190074	0
Th117.11	Th134.11	2	254631	254686	1
Th117.11	Th134.11	2	287217	857896	0
Th117.11	Th134.11	3	296741	339368	1
Th117.11	Th134.11	3	389242	716463	0
Th117.11	Th134.11	3	758025	758658	1
Th117.11	Th134.11	3	786447	959881	0
Th117.11	Th134.11	4	205051	748023	0
Th117.11	Th134.11	4	810728	841047	1
Th117.11	Th134.11	4	889316	1145906	0
Th117.11	Th134.11	5	75898	678486	0
Th117.11	Th134.11	5	730560	1183752	1
Th117.11	Th134.11	5	1198723	1286168	0
