chr	pos
Pf3D7_07_v3	481948
Pf3D7_07_v3	481951
Pf3D7_07_v3	481954
Pf3D7_07_v3	494443
Pf3D7_07_v3	503463
Pf3D7_07_v3	503609
Pf3D7_07_v3	503928
Pf3D7_07_v3	503932
Pf3D7_07_v3	504263
Pf3D7_07_v3	504366
Pf3D7_07_v3	505119
Pf3D7_07_v3	643756
Pf3D7_07_v3	667925
Pf3D7_07_v3	667927
Pf3D7_07_v3	686777
Pf3D7_07_v3	686779
Pf3D7_07_v3	686985
Pf3D7_07_v3	686990
Pf3D7_07_v3	686994
Pf3D7_07_v3	687311
Pf3D7_07_v3	687313
Pf3D7_07_v3	687315
Pf3D7_07_v3	687316
Pf3D7_07_v3	687320
Pf3D7_07_v3	687321
Pf3D7_07_v3	687322
Pf3D7_07_v3	687325
Pf3D7_07_v3	687328
Pf3D7_07_v3	687331
Pf3D7_07_v3	687341
Pf3D7_07_v3	687345
Pf3D7_07_v3	687347
Pf3D7_07_v3	687351
Pf3D7_07_v3	687355
Pf3D7_07_v3	687356
Pf3D7_07_v3	687357
Pf3D7_07_v3	687358
Pf3D7_07_v3	687359
Pf3D7_07_v3	711522
Pf3D7_07_v3	711523
Pf3D7_07_v3	711525
Pf3D7_07_v3	711527
Pf3D7_07_v3	711528
Pf3D7_07_v3	737481
Pf3D7_07_v3	737482
Pf3D7_07_v3	737483
Pf3D7_07_v3	853898
Pf3D7_07_v3	854091
Pf3D7_07_v3	854735
Pf3D7_07_v3	891195
Pf3D7_07_v3	891197
Pf3D7_07_v3	903150
Pf3D7_07_v3	909984
Pf3D7_07_v3	910000
Pf3D7_07_v3	910008
Pf3D7_07_v3	910010
Pf3D7_07_v3	910012
Pf3D7_07_v3	910015
Pf3D7_07_v3	910016
Pf3D7_07_v3	910022
Pf3D7_07_v3	910025
Pf3D7_07_v3	910026
Pf3D7_07_v3	940047
Pf3D7_07_v3	967913
Pf3D7_07_v3	1046400
Pf3D7_07_v3	1067858
Pf3D7_07_v3	1067865
Pf3D7_07_v3	1067873
Pf3D7_07_v3	1067880
Pf3D7_07_v3	1067888
Pf3D7_07_v3	1067906
Pf3D7_07_v3	1078572
Pf3D7_07_v3	1124111
Pf3D7_07_v3	1124189
Pf3D7_07_v3	1124305
Pf3D7_07_v3	1125578
Pf3D7_07_v3	1174577
Pf3D7_07_v3	1174584
Pf3D7_07_v3	1174586
Pf3D7_07_v3	1174587
Pf3D7_07_v3	1174588
Pf3D7_07_v3	1190214
Pf3D7_07_v3	1190215
Pf3D7_07_v3	1190216
Pf3D7_07_v3	1190307
Pf3D7_07_v3	1192530
Pf3D7_07_v3	1192543
Pf3D7_07_v3	1192545
Pf3D7_07_v3	1192547
Pf3D7_07_v3	1192549
Pf3D7_07_v3	1192551
Pf3D7_07_v3	1192553
Pf3D7_07_v3	1192555
Pf3D7_07_v3	1192557
Pf3D7_07_v3	1192559
Pf3D7_07_v3	1229749
Pf3D7_07_v3	1281662
Pf3D7_07_v3	1281746
Pf3D7_07_v3	1281747
Pf3D7_07_v3	1281749
Pf3D7_07_v3	1281750
Pf3D7_07_v3	1281752
Pf3D7_07_v3	1281755
Pf3D7_07_v3	1281756
Pf3D7_07_v3	1281757
Pf3D7_07_v3	1281762
Pf3D7_07_v3	1281764
Pf3D7_07_v3	1301782
Pf3D7_07_v3	1301786
Pf3D7_07_v3	1302793
Pf3D7_07_v3	1302797
Pf3D7_07_v3	1345015
Pf3D7_07_v3	1370827
Pf3D7_08_v3	222817
Pf3D7_08_v3	222818
Pf3D7_08_v3	222820
Pf3D7_08_v3	320395
Pf3D7_08_v3	322132
Pf3D7_08_v3	322134
Pf3D7_08_v3	322137
Pf3D7_08_v3	322138
Pf3D7_08_v3	322140
Pf3D7_08_v3	322141
Pf3D7_08_v3	322142
Pf3D7_08_v3	322143
Pf3D7_08_v3	322144
Pf3D7_08_v3	322145
Pf3D7_08_v3	322147
Pf3D7_08_v3	322148
Pf3D7_08_v3	322150
Pf3D7_08_v3	322151
Pf3D7_08_v3	393526
Pf3D7_08_v3	393530
Pf3D7_08_v3	394063
Pf3D7_08_v3	394406
Pf3D7_08_v3	394765
Pf3D7_08_v3	394881
Pf3D7_08_v3	395204
Pf3D7_08_v3	409216
Pf3D7_08_v3	509942
Pf3D7_08_v3	510582
Pf3D7_08_v3	511014
Pf3D7_08_v3	511564
Pf3D7_08_v3	511641
Pf3D7_08_v3	511784
Pf3D7_08_v3	512512
Pf3D7_08_v3	512580
Pf3D7_08_v3	517339
Pf3D7_08_v3	517340
Pf3D7_08_v3	522387
Pf3D7_08_v3	524058
Pf3D7_08_v3	524301
Pf3D7_08_v3	524541
Pf3D7_08_v3	524698
Pf3D7_08_v3	524785
Pf3D7_08_v3	525522
Pf3D7_08_v3	526096
Pf3D7_08_v3	526146
Pf3D7_08_v3	526923
Pf3D7_08_v3	527060
Pf3D7_08_v3	527961
Pf3D7_08_v3	528455
Pf3D7_08_v3	528602
Pf3D7_08_v3	529126
Pf3D7_08_v3	529424
Pf3D7_08_v3	530276
Pf3D7_08_v3	534042
Pf3D7_08_v3	534043
Pf3D7_08_v3	534044
Pf3D7_08_v3	534130
Pf3D7_08_v3	534405
Pf3D7_08_v3	534663
Pf3D7_08_v3	535366
Pf3D7_08_v3	535709
Pf3D7_08_v3	535807
Pf3D7_08_v3	536899
Pf3D7_08_v3	537661
Pf3D7_08_v3	538069
Pf3D7_08_v3	538073
Pf3D7_08_v3	538075
Pf3D7_08_v3	538079
Pf3D7_08_v3	538086
Pf3D7_08_v3	538725
Pf3D7_08_v3	538846
Pf3D7_08_v3	539170
Pf3D7_08_v3	547768
Pf3D7_08_v3	574503
Pf3D7_08_v3	574505
Pf3D7_08_v3	574506
Pf3D7_08_v3	574507
Pf3D7_08_v3	574508
Pf3D7_08_v3	574509
Pf3D7_08_v3	574510
Pf3D7_08_v3	574512
Pf3D7_08_v3	574514
Pf3D7_08_v3	574515
Pf3D7_08_v3	574518
Pf3D7_08_v3	574521
Pf3D7_08_v3	574524
Pf3D7_08_v3	574525
Pf3D7_08_v3	574527
Pf3D7_08_v3	575015
Pf3D7_08_v3	632682
Pf3D7_08_v3	632685
Pf3D7_08_v3	632687
Pf3D7_08_v3	632688
Pf3D7_08_v3	632689
Pf3D7_08_v3	632690
Pf3D7_08_v3	632691
Pf3D7_08_v3	659650
Pf3D7_08_v3	659652
Pf3D7_08_v3	659654
Pf3D7_08_v3	659656
Pf3D7_08_v3	659657
Pf3D7_08_v3	659659
Pf3D7_08_v3	663356
Pf3D7_08_v3	663357
Pf3D7_08_v3	663358
Pf3D7_08_v3	663359
Pf3D7_08_v3	663360
Pf3D7_08_v3	663361
Pf3D7_08_v3	663362
Pf3D7_08_v3	680326
Pf3D7_08_v3	689364
Pf3D7_08_v3	689731
Pf3D7_08_v3	714307
Pf3D7_08_v3	714312
Pf3D7_08_v3	741359
Pf3D7_08_v3	807562
Pf3D7_08_v3	893824
Pf3D7_08_v3	893826
Pf3D7_08_v3	931555
Pf3D7_08_v3	948262
Pf3D7_08_v3	948263
Pf3D7_08_v3	948264
Pf3D7_08_v3	959610
Pf3D7_08_v3	965496
Pf3D7_08_v3	996691
Pf3D7_08_v3	1016403
Pf3D7_08_v3	1048986
Pf3D7_08_v3	1101601
Pf3D7_08_v3	1193762
Pf3D7_08_v3	1194582
Pf3D7_08_v3	1196266
Pf3D7_08_v3	1228497
Pf3D7_08_v3	1237087
Pf3D7_08_v3	1237089
Pf3D7_08_v3	1237090
Pf3D7_08_v3	1237094
Pf3D7_08_v3	1251996
Pf3D7_08_v3	1251997
Pf3D7_08_v3	1252001
Pf3D7_08_v3	1252002
Pf3D7_08_v3	1252003
Pf3D7_08_v3	1252005
Pf3D7_08_v3	1252008
Pf3D7_08_v3	1252009
Pf3D7_08_v3	1252011
Pf3D7_08_v3	1260357
Pf3D7_08_v3	1279369
Pf3D7_08_v3	1279370
Pf3D7_08_v3	1279371
Pf3D7_08_v3	1280744
Pf3D7_08_v3	1292515
Pf3D7_08_v3	1292519
Pf3D7_08_v3	1319185
Pf3D7_08_v3	1319187
Pf3D7_08_v3	1320106
Pf3D7_08_v3	1332820
Pf3D7_08_v3	1347563
Pf3D7_08_v3	1347968
Pf3D7_08_v3	1348406
Pf3D7_08_v3	1348918
Pf3D7_08_v3	1349215
Pf3D7_08_v3	1349397
Pf3D7_09_v3	109448
Pf3D7_09_v3	174895
Pf3D7_09_v3	175325
Pf3D7_09_v3	175645
Pf3D7_09_v3	175761
Pf3D7_09_v3	176098
Pf3D7_09_v3	176213
Pf3D7_09_v3	177637
Pf3D7_09_v3	195951
Pf3D7_09_v3	232913
Pf3D7_09_v3	232914
Pf3D7_09_v3	232915
Pf3D7_09_v3	285580
Pf3D7_09_v3	285595
Pf3D7_09_v3	285598
Pf3D7_09_v3	285604
Pf3D7_09_v3	285616
Pf3D7_09_v3	315578
Pf3D7_09_v3	316999
Pf3D7_09_v3	317000
Pf3D7_09_v3	365828
Pf3D7_09_v3	428441
Pf3D7_09_v3	428447
Pf3D7_09_v3	428520
Pf3D7_09_v3	463484
Pf3D7_09_v3	463523
Pf3D7_09_v3	477439
Pf3D7_09_v3	477442
Pf3D7_09_v3	477443
Pf3D7_09_v3	477445
Pf3D7_09_v3	477447
Pf3D7_09_v3	477449
Pf3D7_09_v3	528202
Pf3D7_09_v3	528209
Pf3D7_09_v3	528211
Pf3D7_09_v3	528219
Pf3D7_09_v3	540938
Pf3D7_09_v3	550564
Pf3D7_09_v3	550565
Pf3D7_09_v3	550567
Pf3D7_09_v3	550570
Pf3D7_09_v3	550573
Pf3D7_09_v3	550576
Pf3D7_09_v3	550577
Pf3D7_09_v3	550580
Pf3D7_09_v3	550581
Pf3D7_09_v3	550584
Pf3D7_09_v3	550585
Pf3D7_09_v3	550586
Pf3D7_09_v3	550587
Pf3D7_09_v3	550589
Pf3D7_09_v3	550590
Pf3D7_09_v3	550591
Pf3D7_09_v3	550593
Pf3D7_09_v3	550594
Pf3D7_09_v3	550598
Pf3D7_09_v3	550600
Pf3D7_09_v3	550601
Pf3D7_09_v3	550603
Pf3D7_09_v3	550605
Pf3D7_09_v3	555945
Pf3D7_09_v3	555976
Pf3D7_09_v3	555978
Pf3D7_09_v3	555980
Pf3D7_09_v3	555981
Pf3D7_09_v3	555982
Pf3D7_09_v3	555983
Pf3D7_09_v3	555986
Pf3D7_09_v3	555991
Pf3D7_09_v3	555993
Pf3D7_09_v3	555995
Pf3D7_09_v3	556002
Pf3D7_09_v3	556024
Pf3D7_09_v3	556026
Pf3D7_09_v3	556029
Pf3D7_09_v3	556030
Pf3D7_09_v3	556031
Pf3D7_09_v3	556032
Pf3D7_09_v3	556034
Pf3D7_09_v3	556036
Pf3D7_09_v3	556037
Pf3D7_09_v3	556038
Pf3D7_09_v3	556040
Pf3D7_09_v3	556044
Pf3D7_09_v3	556046
Pf3D7_09_v3	556048
Pf3D7_09_v3	556049
Pf3D7_09_v3	556050
Pf3D7_09_v3	588636
Pf3D7_09_v3	588639
Pf3D7_09_v3	592152
Pf3D7_09_v3	748603
Pf3D7_09_v3	808841
Pf3D7_09_v3	808849
Pf3D7_09_v3	808851
Pf3D7_09_v3	808854
Pf3D7_09_v3	808857
Pf3D7_09_v3	808860
Pf3D7_09_v3	808861
Pf3D7_09_v3	808863
Pf3D7_09_v3	808865
Pf3D7_09_v3	808870
Pf3D7_09_v3	808872
Pf3D7_09_v3	808877
Pf3D7_09_v3	809065
Pf3D7_09_v3	809069
Pf3D7_09_v3	825105
Pf3D7_09_v3	833563
Pf3D7_09_v3	833567
Pf3D7_09_v3	833570
Pf3D7_09_v3	833574
Pf3D7_09_v3	863652
Pf3D7_09_v3	863672
Pf3D7_09_v3	863673
Pf3D7_09_v3	863675
Pf3D7_09_v3	905041
Pf3D7_09_v3	905118
Pf3D7_09_v3	905293
Pf3D7_09_v3	911449
Pf3D7_09_v3	911790
Pf3D7_09_v3	912267
Pf3D7_09_v3	912413
Pf3D7_09_v3	912748
Pf3D7_09_v3	913029
Pf3D7_09_v3	913127
Pf3D7_09_v3	915880
Pf3D7_09_v3	916328
Pf3D7_09_v3	916675
Pf3D7_09_v3	916823
Pf3D7_09_v3	916829
Pf3D7_09_v3	917213
Pf3D7_09_v3	921652
Pf3D7_09_v3	976985
Pf3D7_09_v3	1017218
Pf3D7_09_v3	1017222
Pf3D7_09_v3	1041751
Pf3D7_09_v3	1041756
Pf3D7_09_v3	1044176
Pf3D7_09_v3	1044178
Pf3D7_09_v3	1044180
Pf3D7_09_v3	1044183
Pf3D7_09_v3	1044186
Pf3D7_09_v3	1044190
Pf3D7_09_v3	1044194
Pf3D7_09_v3	1044196
Pf3D7_09_v3	1060982
Pf3D7_09_v3	1068710
Pf3D7_09_v3	1068713
Pf3D7_09_v3	1173652
Pf3D7_09_v3	1252845
Pf3D7_09_v3	1253289
Pf3D7_09_v3	1253446
Pf3D7_09_v3	1253460
Pf3D7_09_v3	1253463
Pf3D7_09_v3	1253465
Pf3D7_09_v3	1253470
Pf3D7_09_v3	1253472
Pf3D7_09_v3	1253477
Pf3D7_09_v3	1253482
Pf3D7_09_v3	1253483
Pf3D7_09_v3	1253484
Pf3D7_09_v3	1253490
Pf3D7_09_v3	1253492
Pf3D7_09_v3	1253493
Pf3D7_09_v3	1253496
Pf3D7_09_v3	1324809
Pf3D7_09_v3	1331019
Pf3D7_09_v3	1356058
Pf3D7_09_v3	1356060
Pf3D7_09_v3	1356061
Pf3D7_09_v3	1356062
Pf3D7_09_v3	1357037
Pf3D7_09_v3	1374184
Pf3D7_09_v3	1374376
Pf3D7_09_v3	1374507
Pf3D7_09_v3	1374637
Pf3D7_09_v3	1374641
Pf3D7_09_v3	1458616
Pf3D7_09_v3	1458617
Pf3D7_10_v3	59850
Pf3D7_10_v3	59920
Pf3D7_10_v3	61401
Pf3D7_10_v3	61558
Pf3D7_10_v3	61562
Pf3D7_10_v3	62189
Pf3D7_10_v3	62739
Pf3D7_10_v3	70764
Pf3D7_10_v3	70874
Pf3D7_10_v3	71331
Pf3D7_10_v3	71335
Pf3D7_10_v3	71510
Pf3D7_10_v3	71988
Pf3D7_10_v3	72475
Pf3D7_10_v3	73607
Pf3D7_10_v3	74155
Pf3D7_10_v3	74186
Pf3D7_10_v3	74681
Pf3D7_10_v3	75884
Pf3D7_10_v3	77433
Pf3D7_10_v3	77441
Pf3D7_10_v3	77930
Pf3D7_10_v3	79536
Pf3D7_10_v3	79716
Pf3D7_10_v3	80073
Pf3D7_10_v3	81169
Pf3D7_10_v3	82865
Pf3D7_10_v3	82914
Pf3D7_10_v3	83029
Pf3D7_10_v3	83558
Pf3D7_10_v3	83740
Pf3D7_10_v3	86032
Pf3D7_10_v3	86279
Pf3D7_10_v3	86416
Pf3D7_10_v3	86494
Pf3D7_10_v3	86696
Pf3D7_10_v3	87272
Pf3D7_10_v3	88330
Pf3D7_10_v3	88477
Pf3D7_10_v3	88734
Pf3D7_10_v3	89068
Pf3D7_10_v3	89075
Pf3D7_10_v3	89266
Pf3D7_10_v3	89268
Pf3D7_10_v3	89426
Pf3D7_10_v3	89434
Pf3D7_10_v3	89555
Pf3D7_10_v3	89688
Pf3D7_10_v3	203530
Pf3D7_10_v3	203537
Pf3D7_10_v3	253518
Pf3D7_10_v3	258458
Pf3D7_10_v3	258460
Pf3D7_10_v3	300164
Pf3D7_10_v3	306294
Pf3D7_10_v3	306296
Pf3D7_10_v3	306302
Pf3D7_10_v3	306304
Pf3D7_10_v3	306309
Pf3D7_10_v3	306310
Pf3D7_10_v3	306312
Pf3D7_10_v3	306316
Pf3D7_10_v3	306318
Pf3D7_10_v3	306321
Pf3D7_10_v3	306329
Pf3D7_10_v3	306330
Pf3D7_10_v3	306332
Pf3D7_10_v3	306335
Pf3D7_10_v3	306340
Pf3D7_10_v3	422804
Pf3D7_10_v3	422816
Pf3D7_10_v3	424408
Pf3D7_10_v3	424410
Pf3D7_10_v3	424412
Pf3D7_10_v3	424414
Pf3D7_10_v3	424416
Pf3D7_10_v3	575344
Pf3D7_10_v3	575346
Pf3D7_10_v3	645466
Pf3D7_10_v3	663914
Pf3D7_10_v3	683656
Pf3D7_10_v3	720215
Pf3D7_10_v3	721205
Pf3D7_10_v3	721862
Pf3D7_10_v3	722346
Pf3D7_10_v3	725606
Pf3D7_10_v3	727116
Pf3D7_10_v3	751762
Pf3D7_10_v3	765811
Pf3D7_10_v3	765813
Pf3D7_10_v3	765815
Pf3D7_10_v3	765817
Pf3D7_10_v3	774775
Pf3D7_10_v3	781392
Pf3D7_10_v3	781448
Pf3D7_10_v3	781898
Pf3D7_10_v3	783883
Pf3D7_10_v3	784194
Pf3D7_10_v3	784423
Pf3D7_10_v3	784424
Pf3D7_10_v3	784496
Pf3D7_10_v3	785144
Pf3D7_10_v3	785532
Pf3D7_10_v3	786118
Pf3D7_10_v3	787357
Pf3D7_10_v3	787388
Pf3D7_10_v3	787392
Pf3D7_10_v3	787636
Pf3D7_10_v3	788285
Pf3D7_10_v3	788670
Pf3D7_10_v3	788691
Pf3D7_10_v3	789070
Pf3D7_10_v3	789730
Pf3D7_10_v3	789780
Pf3D7_10_v3	790033
Pf3D7_10_v3	790331
Pf3D7_10_v3	790533
Pf3D7_10_v3	790750
Pf3D7_10_v3	790950
Pf3D7_10_v3	791695
Pf3D7_10_v3	792063
Pf3D7_10_v3	792366
Pf3D7_10_v3	793151
Pf3D7_10_v3	793430
Pf3D7_10_v3	793461
Pf3D7_10_v3	793843
Pf3D7_10_v3	793984
Pf3D7_10_v3	794065
Pf3D7_10_v3	794497
Pf3D7_10_v3	800556
Pf3D7_10_v3	800557
Pf3D7_10_v3	800692
Pf3D7_10_v3	801359
Pf3D7_10_v3	801820
Pf3D7_10_v3	802647
Pf3D7_10_v3	803291
Pf3D7_10_v3	803292
Pf3D7_10_v3	803295
Pf3D7_10_v3	803297
Pf3D7_10_v3	803298
Pf3D7_10_v3	803305
Pf3D7_10_v3	803308
Pf3D7_10_v3	844410
Pf3D7_10_v3	844411
Pf3D7_10_v3	844525
Pf3D7_10_v3	844527
Pf3D7_10_v3	844528
Pf3D7_10_v3	844529
Pf3D7_10_v3	844531
Pf3D7_10_v3	844533
Pf3D7_10_v3	877203
Pf3D7_10_v3	896222
Pf3D7_10_v3	896224
Pf3D7_10_v3	896228
Pf3D7_10_v3	929525
Pf3D7_10_v3	961030
Pf3D7_10_v3	961034
Pf3D7_10_v3	961038
Pf3D7_10_v3	994634
Pf3D7_10_v3	1048928
Pf3D7_10_v3	1079930
Pf3D7_10_v3	1079975
Pf3D7_10_v3	1159994
Pf3D7_10_v3	1160004
Pf3D7_10_v3	1203549
Pf3D7_10_v3	1248295
Pf3D7_10_v3	1355926
Pf3D7_10_v3	1426750
Pf3D7_10_v3	1426752
Pf3D7_10_v3	1426770
Pf3D7_10_v3	1426771
Pf3D7_10_v3	1426772
Pf3D7_10_v3	1426775
Pf3D7_10_v3	1426776
Pf3D7_10_v3	1426777
Pf3D7_10_v3	1426778
Pf3D7_10_v3	1426779
Pf3D7_10_v3	1426782
Pf3D7_10_v3	1426783
Pf3D7_10_v3	1426784
Pf3D7_10_v3	1426788
Pf3D7_10_v3	1426789
Pf3D7_10_v3	1426790
Pf3D7_10_v3	1426795
Pf3D7_10_v3	1426798
Pf3D7_10_v3	1426802
Pf3D7_10_v3	1426804
Pf3D7_10_v3	1516957
Pf3D7_10_v3	1524198
Pf3D7_10_v3	1524203
Pf3D7_10_v3	1524212
Pf3D7_10_v3	1524217
Pf3D7_10_v3	1524225
Pf3D7_10_v3	1524260
Pf3D7_10_v3	1524267
Pf3D7_10_v3	1524277
Pf3D7_10_v3	1524305
Pf3D7_10_v3	1524309
Pf3D7_10_v3	1524313
Pf3D7_10_v3	1524329
Pf3D7_10_v3	1524331
Pf3D7_10_v3	1524340
Pf3D7_10_v3	1524365
Pf3D7_10_v3	1524372
Pf3D7_10_v3	1524374
Pf3D7_10_v3	1524377
Pf3D7_10_v3	1524386
Pf3D7_10_v3	1524419
Pf3D7_10_v3	1524430
Pf3D7_10_v3	1524431
Pf3D7_10_v3	1524440
Pf3D7_10_v3	1524441
Pf3D7_10_v3	1524446
Pf3D7_10_v3	1524464
Pf3D7_10_v3	1524476
Pf3D7_10_v3	1526246
Pf3D7_10_v3	1526249
Pf3D7_10_v3	1526255
Pf3D7_10_v3	1526259
Pf3D7_10_v3	1526267
Pf3D7_10_v3	1526276
Pf3D7_10_v3	1526279
Pf3D7_10_v3	1526282
Pf3D7_10_v3	1526284
Pf3D7_10_v3	1526285
Pf3D7_10_v3	1526286
Pf3D7_10_v3	1526302
Pf3D7_10_v3	1526306
Pf3D7_10_v3	1526318
Pf3D7_10_v3	1526322
Pf3D7_10_v3	1526324
Pf3D7_10_v3	1526329
Pf3D7_10_v3	1526333
Pf3D7_10_v3	1526337
Pf3D7_10_v3	1526342
Pf3D7_10_v3	1526345
Pf3D7_10_v3	1526349
Pf3D7_10_v3	1526354
Pf3D7_10_v3	1526364
Pf3D7_10_v3	1526369
Pf3D7_10_v3	1547111
Pf3D7_10_v3	1547122
Pf3D7_10_v3	1547125
Pf3D7_11_v3	162739
Pf3D7_11_v3	187742
Pf3D7_11_v3	187751
Pf3D7_11_v3	207932
Pf3D7_11_v3	207933
Pf3D7_11_v3	207935
Pf3D7_11_v3	207938
Pf3D7_11_v3	362582
Pf3D7_11_v3	367800
Pf3D7_11_v3	414130
Pf3D7_11_v3	414132
Pf3D7_11_v3	414137
Pf3D7_11_v3	414139
Pf3D7_11_v3	414140
Pf3D7_11_v3	414142
Pf3D7_11_v3	414146
Pf3D7_11_v3	523186
Pf3D7_11_v3	534169
Pf3D7_11_v3	534170
Pf3D7_11_v3	534171
Pf3D7_11_v3	542935
Pf3D7_11_v3	589174
Pf3D7_11_v3	601472
Pf3D7_11_v3	634496
Pf3D7_11_v3	634498
Pf3D7_11_v3	634503
Pf3D7_11_v3	634504
Pf3D7_11_v3	634508
Pf3D7_11_v3	634510
Pf3D7_11_v3	634511
Pf3D7_11_v3	634514
Pf3D7_11_v3	634516
Pf3D7_11_v3	634703
Pf3D7_11_v3	634704
Pf3D7_11_v3	634705
Pf3D7_11_v3	634706
Pf3D7_11_v3	634707
Pf3D7_11_v3	634712
Pf3D7_11_v3	634713
Pf3D7_11_v3	634715
Pf3D7_11_v3	634716
Pf3D7_11_v3	634717
Pf3D7_11_v3	634718
Pf3D7_11_v3	634719
Pf3D7_11_v3	634721
Pf3D7_11_v3	634722
Pf3D7_11_v3	634723
Pf3D7_11_v3	634725
Pf3D7_11_v3	634726
Pf3D7_11_v3	634727
Pf3D7_11_v3	662921
Pf3D7_11_v3	693336
Pf3D7_11_v3	702263
Pf3D7_11_v3	748741
Pf3D7_11_v3	808858
Pf3D7_11_v3	808863
Pf3D7_11_v3	808864
Pf3D7_11_v3	808866
Pf3D7_11_v3	808868
Pf3D7_11_v3	824646
Pf3D7_11_v3	828994
Pf3D7_11_v3	830166
Pf3D7_11_v3	832223
Pf3D7_11_v3	832449
Pf3D7_11_v3	833517
Pf3D7_11_v3	834313
Pf3D7_11_v3	1003981
Pf3D7_11_v3	1003983
Pf3D7_11_v3	1055618
Pf3D7_11_v3	1055619
Pf3D7_11_v3	1060138
Pf3D7_11_v3	1060141
Pf3D7_11_v3	1060142
Pf3D7_11_v3	1060143
Pf3D7_11_v3	1060145
Pf3D7_11_v3	1060147
Pf3D7_11_v3	1060149
Pf3D7_11_v3	1060151
Pf3D7_11_v3	1124934
Pf3D7_11_v3	1125441
Pf3D7_11_v3	1126115
Pf3D7_11_v3	1127236
Pf3D7_11_v3	1127495
Pf3D7_11_v3	1127697
Pf3D7_11_v3	1128039
Pf3D7_11_v3	1128991
Pf3D7_11_v3	1132096
Pf3D7_11_v3	1134592
Pf3D7_11_v3	1135358
Pf3D7_11_v3	1137337
Pf3D7_11_v3	1137391
Pf3D7_11_v3	1137797
Pf3D7_11_v3	1143740
Pf3D7_11_v3	1155539
Pf3D7_11_v3	1155540
Pf3D7_11_v3	1155541
Pf3D7_11_v3	1155542
Pf3D7_11_v3	1158752
Pf3D7_11_v3	1236725
Pf3D7_11_v3	1237000
Pf3D7_11_v3	1243134
Pf3D7_11_v3	1246648
Pf3D7_11_v3	1250390
Pf3D7_11_v3	1250393
Pf3D7_11_v3	1250394
Pf3D7_11_v3	1250398
Pf3D7_11_v3	1250399
Pf3D7_11_v3	1250401
Pf3D7_11_v3	1250403
Pf3D7_11_v3	1250405
Pf3D7_11_v3	1250406
Pf3D7_11_v3	1250407
Pf3D7_11_v3	1250409
Pf3D7_11_v3	1255115
Pf3D7_11_v3	1255119
Pf3D7_11_v3	1426867
Pf3D7_11_v3	1470550
Pf3D7_11_v3	1545393
Pf3D7_11_v3	1572082
Pf3D7_11_v3	1572084
Pf3D7_11_v3	1572086
Pf3D7_11_v3	1572091
Pf3D7_11_v3	1572092
Pf3D7_11_v3	1572093
Pf3D7_11_v3	1572097
Pf3D7_11_v3	1572099
Pf3D7_11_v3	1598122
Pf3D7_11_v3	1676113
Pf3D7_11_v3	1676121
Pf3D7_11_v3	1740692
Pf3D7_11_v3	1740785
Pf3D7_11_v3	1741627
Pf3D7_11_v3	1742512
Pf3D7_11_v3	1742565
Pf3D7_11_v3	1743045
Pf3D7_11_v3	1743880
Pf3D7_11_v3	1743913
Pf3D7_11_v3	1746021
Pf3D7_11_v3	1746099
Pf3D7_11_v3	1746345
Pf3D7_11_v3	1746482
Pf3D7_11_v3	1747549
Pf3D7_11_v3	1747550
Pf3D7_11_v3	1747585
Pf3D7_11_v3	1747922
Pf3D7_11_v3	1747957
Pf3D7_11_v3	1751203
Pf3D7_11_v3	1751219
Pf3D7_11_v3	1751221
Pf3D7_11_v3	1760204
Pf3D7_11_v3	1760354
Pf3D7_11_v3	1760454
Pf3D7_11_v3	1760578
Pf3D7_11_v3	1760948
Pf3D7_11_v3	1761626
Pf3D7_11_v3	1761849
Pf3D7_11_v3	1763188
Pf3D7_11_v3	1764096
Pf3D7_11_v3	1765448
Pf3D7_11_v3	1765454
Pf3D7_11_v3	1765457
Pf3D7_11_v3	1765475
Pf3D7_11_v3	1765956
Pf3D7_11_v3	1766724
Pf3D7_11_v3	1766943
Pf3D7_11_v3	1766951
Pf3D7_11_v3	1769368
Pf3D7_11_v3	1826031
Pf3D7_11_v3	1903570
Pf3D7_12_v3	160609
Pf3D7_12_v3	177406
Pf3D7_12_v3	182245
Pf3D7_12_v3	182254
Pf3D7_12_v3	182255
Pf3D7_12_v3	184059
Pf3D7_12_v3	188771
Pf3D7_12_v3	188772
Pf3D7_12_v3	188774
Pf3D7_12_v3	190132
Pf3D7_12_v3	190134
Pf3D7_12_v3	190136
Pf3D7_12_v3	190137
Pf3D7_12_v3	238664
Pf3D7_12_v3	271404
Pf3D7_12_v3	271414
Pf3D7_12_v3	271416
Pf3D7_12_v3	271417
Pf3D7_12_v3	271427
Pf3D7_12_v3	313792
Pf3D7_12_v3	313797
Pf3D7_12_v3	339577
Pf3D7_12_v3	339578
Pf3D7_12_v3	339579
Pf3D7_12_v3	339582
Pf3D7_12_v3	339586
Pf3D7_12_v3	339590
Pf3D7_12_v3	339593
Pf3D7_12_v3	339596
Pf3D7_12_v3	339598
Pf3D7_12_v3	339599
Pf3D7_12_v3	339602
Pf3D7_12_v3	339606
Pf3D7_12_v3	339607
Pf3D7_12_v3	339609
Pf3D7_12_v3	339611
Pf3D7_12_v3	339613
Pf3D7_12_v3	339615
Pf3D7_12_v3	395844
Pf3D7_12_v3	395846
Pf3D7_12_v3	395848
Pf3D7_12_v3	395850
Pf3D7_12_v3	461898
Pf3D7_12_v3	466172
Pf3D7_12_v3	481732
