Research Project Name	Research Project ID	External ID	PDO	Run Instrument	Flowcell	Lane	Lane Type	Library	Barcode Name	GSSR ID	WR ID	Project	Initiative	Solexa Library	Total Reads (P)	PF Reads (P)	PF Reads % (P)	PF Noise Reads	PF Reads Aligned (P)	PF Reads Aligned % (P)	PF HQ Aligned Reads	PF HQ Aligned Bases	PF HQ Aligned Q20 Bases	PF HQ Error Rate	Mean Read Length (P)	Reads Aligned in Pairs	Reads Aligned in Pairs %	Bad Cycles	Strand Balance %	Unpaired Reads Examined	Read Pairs Examined	Unmapped Reads	Unpaired Read Duplicates	Read Pair Duplicates	Duplication %	Estimated Library Size	Adapter %	Avg Read Length	Genome Size
Malaria_DISCOVAR	RP-851	HFGRIII.2-60x	PDO-6091	SL-HDE	H2MGCBCXX	2	Paired	SM-7LV8M	Illumina_P5-Dikad_P7-Kexaz	730101	43650	G89667	Malaria Discovar	Solexa-326512	"12,199,550"	"9,679,514"	79.343	"20,944"	"9,608,844"	99.27	"8,901,991"	"2,011,351,409"	"1,749,091,969"	2.1154	250	"9,556,220"	99.452	0	0.5	"216,929"	"5,854,411"	"273,799"	"60,750"	"24,819"	0.926	"2,139,911,343"	0.04	250	0
Malaria_DISCOVAR	RP-851	HFGRIII.3-200x	PDO-6091	SL-HDE	H2MGCBCXX	1	Paired	SM-7LV8N	Illumina_P5-Dikad_P7-Nifoj	730102	43650	G89668	Malaria Discovar	Solexa-326512	"7,217,726"	"5,928,708"	82.141	"15,915"	"5,887,013"	99.297	"5,464,065"	"1,248,193,068"	"1,100,331,132"	1.664	250	"5,856,544"	99.482	0	0.5	"93,334"	"3,504,383"	"115,626"	"17,641"	"8,989"	0.502	"2,048,859,776"	0.037	250	0
Malaria_DISCOVAR	RP-851	HFGRIII.3-200x	PDO-6091	SL-HDE	H2MGCBCXX	2	Paired	SM-7LV8N	Illumina_P5-Dikad_P7-Nifoj	730102	43650	G89668	Malaria Discovar	Solexa-326512	"7,301,548"	"5,876,844"	80.488	"13,177"	"5,835,439"	99.296	"5,416,900"	"1,228,191,411"	"1,076,848,917"	1.9671	250	"5,805,604"	99.489	0	0.5	"103,739"	"3,533,318"	"131,173"	"20,019"	"12,942"	0.64	"2,097,182,807"	0.037	250	0
Malaria_DISCOVAR	RP-851	Dd2-Fidock1	PDO-6091	SL-HDE	H2MGCBCXX	1	Paired	SM-7LV8O	Illumina_P5-Dikad_P7-Fohib	730103	43650	G89669	Malaria Discovar	Solexa-326512	"12,496,244"	"10,150,310"	81.227	"26,738"	"10,053,619"	99.047	"9,289,298"	"2,106,278,440"	"1,803,891,079"	1.9312	250	"9,973,678"	99.205	0	0.5	"233,443"	"5,990,218"	"282,365"	"65,724"	"18,530"	0.842	"2,256,449,006"	0.032	250	0
Malaria_DISCOVAR	RP-851	Dd2-Fidock1	PDO-6091	SL-HDE	H2MGCBCXX	2	Paired	SM-7LV8O	Illumina_P5-Dikad_P7-Fohib	730103	43650	G89669	Malaria Discovar	Solexa-326512	"12,825,256"	"10,127,914"	78.969	"21,925"	"10,034,811"	99.081	"9,274,934"	"2,086,400,406"	"1,778,312,892"	2.2775	250	"9,959,336"	99.248	0	0.5	"266,640"	"6,112,178"	"334,260"	"76,407"	"26,131"	1.03	"2,214,080,257"	0.031	250	0
Malaria_DISCOVAR	RP-851	Dd2-Fidock2	PDO-6091	SL-HDE	H2MGCBCXX	1	Paired	SM-7LV8P	Illumina_P5-Dikad_P7-Nazet	730104	43650	G89670	Malaria Discovar	Solexa-326512	"11,395,724"	"9,342,838"	81.986	"24,851"	"9,276,381"	99.289	"8,603,584"	"1,970,997,432"	"1,729,658,946"	1.7234	250	"9,223,612"	99.431	0	0.5	"175,086"	"5,504,458"	"211,722"	"46,751"	"17,608"	0.733	"2,044,987,910"	0.015	250	0
Malaria_DISCOVAR	RP-851	Dd2-Fidock2	PDO-6091	SL-HDE	H2MGCBCXX	2	Paired	SM-7LV8P	Illumina_P5-Dikad_P7-Nazet	730104	43650	G89670	Malaria Discovar	Solexa-326512	"11,671,500"	"9,330,240"	79.94	"20,502"	"9,263,680"	99.287	"8,594,367"	"1,951,469,396"	"1,701,994,158"	2.09	250	"9,211,674"	99.439	0	0.5	"202,998"	"5,608,110"	"252,282"	"54,941"	"24,565"	0.911	"2,068,357,292"	0.014	250	0
Malaria_DISCOVAR	RP-851	Dd2-Fidock3	PDO-6091	SL-HDE	H2MGCBCXX	1	Paired	SM-7LV8Q	Illumina_P5-Dikad_P7-Libil	730105	43650	G89671	Malaria Discovar	Solexa-326512	"12,997,370"	"10,592,530"	81.498	"28,339"	"10,517,832"	99.295	"9,742,795"	"2,225,146,898"	"1,945,173,507"	1.7675	250	"10,458,870"	99.439	0	0.5	"198,616"	"6,278,875"	"241,004"	"58,100"	"19,856"	0.767	"2,455,695,396"	0.025	250	0
Malaria_DISCOVAR	RP-851	Dd2-Fidock3	PDO-6091	SL-HDE	H2MGCBCXX	2	Paired	SM-7LV8Q	Illumina_P5-Dikad_P7-Libil	730105	43650	G89671	Malaria Discovar	Solexa-326512	"13,378,412"	"10,600,608"	79.237	"23,240"	"10,525,036"	99.287	"9,749,902"	"2,206,336,595"	"1,916,407,388"	2.1347	250	"10,466,420"	99.443	0	0.5	"241,603"	"6,417,516"	"301,777"	"72,116"	"28,746"	0.991	"2,405,788,843"	0.023	250	0
Malaria_DISCOVAR	RP-851	Dd2-2D4	PDO-6091	SL-HDE	H2MGCBCXX	1	Paired	SM-7LV8R	Illumina_P5-Dikad_P7-Wayep	730106	43650	G89672	Malaria Discovar	Solexa-326512	"10,217,154"	"8,281,428"	81.054	"21,858"	"8,219,622"	99.254	"7,614,907"	"1,740,149,813"	"1,523,872,572"	1.7316	250	"8,171,772"	99.418	0	0.5	"159,844"	"4,928,927"	"199,456"	"39,813"	"14,500"	0.687	"2,093,238,222"	0.034	250	0
Malaria_DISCOVAR	RP-851	Dd2-2D4	PDO-6091	SL-HDE	H2MGCBCXX	2	Paired	SM-7LV8R	Illumina_P5-Dikad_P7-Wayep	730106	43650	G89672	Malaria Discovar	Solexa-326512	"10,413,414"	"8,218,008"	78.918	"18,233"	"8,155,710"	99.242	"7,554,052"	"1,712,178,528"	"1,490,332,928"	2.0655	250	"8,108,070"	99.416	0	0.5	"182,911"	"4,996,867"	"236,769"	"45,685"	"20,169"	0.845	"2,174,765,300"	0.033	250	0
Malaria_DISCOVAR	RP-851	3d7-Goldberg1	PDO-6091	SL-HDE	H2MGCBCXX	1	Paired	SM-7LV8S	Illumina_P5-Dikad_P7-Kilay	730107	43650	G89673	Malaria Discovar	Solexa-326512	"12,847,148"	"10,464,982"	81.458	"27,151"	"10,411,629"	99.49	"9,851,240"	"2,292,253,364"	"1,995,617,094"	1.6279	250	"10,361,482"	99.518	0	0.5	"188,922"	"6,221,170"	"215,886"	"53,348"	"20,438"	0.746	"2,178,364,464"	0.024	250	0
Malaria_DISCOVAR	RP-851	3d7-Goldberg1	PDO-6091	SL-HDE	H2MGCBCXX	2	Paired	SM-7LV8S	Illumina_P5-Dikad_P7-Kilay	730107	43650	G89673	Malaria Discovar	Solexa-326512	"13,163,180"	"10,435,708"	79.28	"22,945"	"10,383,773"	99.502	"9,825,129"	"2,267,354,976"	"1,960,828,148"	2.0179	250	"10,335,564"	99.536	0	0.5	"219,429"	"6,341,585"	"260,581"	"62,972"	"28,436"	0.929	"2,206,433,790"	0.024	250	0
Malaria_DISCOVAR	RP-851	3d7-Goldberg2	PDO-6091	SL-HDE	H2MGCBCXX	1	Paired	SM-7LV8T	Illumina_P5-Dikad_P7-Xepib	730108	43650	G89674	Malaria Discovar	Solexa-326512	"11,174,554"	"9,070,366"	81.17	"23,992"	"9,015,577"	99.396	"8,527,832"	"1,976,616,157"	"1,695,502,568"	1.7375	250	"8,963,568"	99.423	0	0.5	"184,169"	"5,388,422"	"213,541"	"46,392"	"16,709"	0.728	"2,116,285,118"	0.022	250	0
Malaria_DISCOVAR	RP-851	3d7-Goldberg2	PDO-6091	SL-HDE	H2MGCBCXX	2	Paired	SM-7LV8T	Illumina_P5-Dikad_P7-Xepib	730108	43650	G89674	Malaria Discovar	Solexa-326512	"11,448,458"	"9,023,644"	78.82	"19,422"	"8,972,842"	99.437	"8,487,230"	"1,952,520,160"	"1,666,204,424"	2.1157	250	"8,925,346"	99.471	0	0.5	"213,893"	"5,488,010"	"258,545"	"54,706"	"23,911"	0.916	"2,080,464,474"	0.023	250	0
Malaria_DISCOVAR	RP-851	3d7-Goldberg3	PDO-6091	SL-HDE	H2MGCBCXX	1	Paired	SM-7LV8U	Illumina_P5-Dikad_P7-Xokep	730109	43650	G89675	Malaria Discovar	Solexa-326512	"12,666,728"	"10,282,204"	81.175	"27,323"	"10,225,113"	99.445	"9,663,870"	"2,243,827,270"	"1,941,936,090"	1.6736	250	"10,171,458"	99.475	0	0.5	"189,163"	"6,129,795"	"217,975"	"52,719"	"19,159"	0.731	"2,381,804,655"	0.024	250	0
Malaria_DISCOVAR	RP-851	3d7-Goldberg3	PDO-6091	SL-HDE	H2MGCBCXX	2	Paired	SM-7LV8U	Illumina_P5-Dikad_P7-Xokep	730109	43650	G89675	Malaria Discovar	Solexa-326512	"12,956,424"	"10,215,390"	78.844	"22,204"	"10,160,535"	99.463	"9,602,395"	"2,212,025,828"	"1,902,013,646"	2.0437	250	"10,109,498"	99.498	0	0.5	"224,723"	"6,230,601"	"270,499"	"63,596"	"26,849"	0.925	"2,399,365,683"	0.023	250	0
Malaria_DISCOVAR	RP-851	3d7-WirthLab	PDO-6091	SL-HDE	H2MGCBCXX	1	Paired	SM-7LV8V	Illumina_P5-Dikad_P7-Denod	730110	43650	G89676	Malaria Discovar	Solexa-326512	"11,902,590"	"9,704,178"	81.53	"25,288"	"9,648,940"	99.431	"9,161,898"	"2,131,778,374"	"1,851,467,159"	1.6442	250	"9,600,008"	99.493	0	0.5	"177,873"	"5,760,178"	"204,361"	"45,877"	"18,417"	0.707	"2,201,097,361"	0.049	250	0
Malaria_DISCOVAR	RP-851	3d7-WirthLab	PDO-6091	SL-HDE	H2MGCBCXX	2	Paired	SM-7LV8V	Illumina_P5-Dikad_P7-Denod	730110	43650	G89676	Malaria Discovar	Solexa-326512	"12,168,588"	"9,658,614"	79.373	"21,052"	"9,605,842"	99.454	"9,121,931"	"2,105,608,865"	"1,817,188,048"	2.0235	250	"9,559,614"	99.519	0	0.5	"206,401"	"5,858,120"	"245,947"	"53,942"	"25,842"	0.886	"2,212,972,471"	0.047	250	0
